wc1	wc2	wc3	wc4	wc5	wc6	wc7	wc8	wc9	wc10	wc11	wc12	wc13	wc14	wc15	wc16	wc17	wc18	wc19	lc1	lc2	lc3	lc4	lc5	lc6	lc7	lc8	lc9	lc10
5.7970104813575745	8.591604173183441	23.154218146793315	1050.7802374210653	22.465499877929688	-14.64050006866455	37.10599994659424	-3.9727916518847146	-2.4298332730929055	18.094625155131023	-7.546249965826671	1060.0	119.0	67.0	20.774630906300583	334.0	209.0	225.0	301.0	0.0	0.0	12.0	0.0	4.0	0.0	71.0	0.0	12.0	3.0
5.404479155937831	8.929249942302704	23.372247035913666	1070.5828952870397	22.42224884033203	-15.78225040435791	38.20449924468994	1.3620417316754658	-2.6998332142829895	17.876666227976482	-8.33120838801066	1079.0	123.0	66.0	21.242542752597135	341.0	220.0	221.0	305.0	0.0	0.0	12.0	0.0	3.0	0.0	73.0	0.0	11.0	3.0
4.95745833714803	9.28020828962326	23.754141258703907	1087.178115750337	22.326749801635742	-16.740999221801758	39.0677490234375	0.7342501084009806	-3.1293333768844604	17.596749782562256	-9.057041565577189	1080.0	118.0	69.0	20.083150420326447	338.0	220.0	226.0	294.0	0.0	1.0	12.0	0.0	4.0	0.0	75.0	0.0	8.0	3.0
4.661208326617877	9.52133360505104	23.891283334599226	1105.8440177755426	22.371000289916992	-17.48175048828125	39.85275077819824	7.216083248456319	-3.494125028451284	17.516625086466473	-9.631583372751871	1051.0	111.0	68.0	18.49597520193317	323.0	208.0	232.0	268.0	0.0	1.0	16.0	0.0	5.0	0.0	71.0	0.0	7.0	2.0
4.460864658157031	9.727395802736282	24.07071114649955	1123.1589916329594	22.409000396728516	-18.002750396728516	40.41175079345703	6.991583228111267	-3.796708126862844	17.516916910807293	-10.063666621843973	1026.0	108.0	65.0	17.87919553299227	316.0	198.0	239.0	246.0	0.0	0.0	22.0	0.0	7.0	0.0	69.0	0.0	2.0	2.0
4.366781319181125	9.748437494039536	23.855662223969638	1136.4582149885787	22.50950050354004	-18.35474967956543	40.86425018310547	6.979249914487203	-3.993875046571096	17.540208498636883	-10.358708222707113	1006.0	107.0	61.0	17.92533269272782	310.0	193.0	244.0	227.0	0.0	1.0	14.0	0.0	4.0	0.0	74.0	0.0	6.0	2.0
4.26531254251798	9.81062493721644	23.858523193063583	1136.704433178962	22.499500274658203	-18.620500564575195	41.1200008392334	6.962041894594829	-4.25124990940094	17.520583470662434	-10.376875042915344	979.0	105.0	56.0	18.74108331008349	300.0	183.0	249.0	211.0	0.0	0.0	8.0	0.0	3.0	0.0	82.0	0.0	6.0	2.0
4.3604896025111275	8.57022924348712	21.52891158043666	1143.6856192412972	22.308000564575195	-17.5	39.808000564575195	13.326666593551636	-4.6886250749230385	17.739625295003254	-10.186291774113974	948.0	101.0	53.0	18.61695219661127	288.0	178.0	247.0	200.0	0.0	0.0	6.0	0.0	3.0	0.0	28.0	0.0	62.0	2.0
3.8594478319088616	9.829896042744318	23.639502036989757	1157.59740260732	22.406999588012695	-19.175500869750977	41.58250045776367	12.561958312988281	-4.855833510557811	17.38070837656657	-11.001500209172567	957.0	102.0	53.0	18.475194024588053	291.0	181.0	258.0	197.0	1.0	4.0	19.0	0.0	7.0	0.0	63.0	2.0	4.0	1.0
3.3419167126218476	10.05470854540666	23.764658418977195	1166.1662838776754	22.081750869750977	-20.227750778198242	42.30950164794922	11.984166741371155	-5.286750028530757	16.938167095184326	-11.705458482106527	949.0	101.0	52.0	18.77552684498903	289.0	179.0	263.0	192.0	0.0	0.0	11.0	0.0	5.0	0.0	80.0	0.0	4.0	1.0
3.074947881201903	9.676520640651384	23.079587706177076	1169.6434590029824	21.713499069213867	-20.21324920654297	41.926748275756836	11.82533311843872	-5.672541509071986	16.765249729156494	-11.9723748366038	931.0	97.0	51.0	18.595463827130022	283.0	177.0	264.0	187.0	0.0	0.0	4.0	0.0	2.0	0.0	82.0	0.0	11.0	2.0
2.8308436845739684	9.458854233225187	22.552628421036015	1177.0797017661882	21.52549934387207	-20.41575050354004	41.94124984741211	11.692166566848755	-6.0045834084351855	16.62191645304362	-12.30370863278707	910.0	96.0	49.0	19.398804434799217	278.0	172.0	261.0	179.0	0.0	0.0	3.0	0.0	1.0	0.0	81.0	0.0	14.0	2.0
